MID,CATEGORY,SUB,MESSAGE,SEND_LOC
94456,안내,행정안내,"[고창군청] 보건소 선별진료소는 발열 등 유증상자, 역학적 연관자, 전국단위 기숙사 입소 문자 받은자만 무료검사 가능합니다. ",전라북도 고창군
94464,안내,개인방역수칙,"[담양군청]식사·주류 등을 동반한 모임 자제, 실내 가급적 짧은 시간 머물고 대화 시 마스크 착용, 실내 주기적 환기 등 방역수칙 준수 바랍니다. ",전라남도 담양군
94469,안내,행정안내,[무안군청] 코로나19 관련 남악복합주민센터에서 임시선별검사소를 2.25.~2.28. 10시~17시까지 운영합니다. 의심증상이 있으신 경우 검사바랍니다. ,전라남도 무안군
94471,안내,행정안내,"[순창군청]전주, 광주 등 타지역에서 코로나19 확진자가 지속 발생되고 있으므로 타지역 이동자제 및 마스크 쓰기, 5인이상 집합금지 등 방역수칙 준수바랍니다. ",전라북도 순창군
94477,안내,발생현황,"[강진군청]광주,목포,해남,완도,나주,순천등에서 코로나19 계속 발생중.발생지역 방문 자제,5인이상 사적모임 금지,실내외 마스크 착용등 방역수칙 준수바랍니다. ",전라남도 강진군
94480,안내,개인방역수칙,[청양군청] 코로나 19 확산 방지를 위해 잠시 '휴' 캠페인(2.8.~3.1.)에 동참해주세요. ▲방역수칙준수 ▲거리두기 ▲자주소독 ▲외출 및 모임 자제 ,충청남도 청양군
94489,안내,발생현황,[진도군청] 목포·해남·완도 등 인근 시군에서 확진자 발생▲타지역 방문 자제▲불요불급한 외출 자제▲5인부터 사적모임금지▲마스크 착용 등 방역수칙 준수 바랍니다 ,전라남도 진도군
94503,안내,행정안내,[고창군청] 전국단위 모집 중·고등학교 기숙사 입소자(개별문자통보)는 보건소 선별진료소에서 코로나 검사가 가능함을 알려드립니다. ,전라북도 고창군
94506,안내,발생현황,[고창군청]코로나19 확진자 전국 400명대 발생▶타지역 방문과 방문인 만남 자제▶행사·모임 자제▶5인부터 사적모임 금지▶마스크 착용 등 방역수칙 준수 바랍니다. ,전라북도 고창군
94512,안내,발생현황,[영양군청]인근지역 확진자 발생▲타지역 방문 자제▲불요불급한 외출 자제▲5인이상 사적모임 금지▲마스크 착용 등 방역수칙 준수 바랍니다. ,경상북도 영양군
94515,안내,개인방역수칙,"[완도군청] 코로나19 의심증상이 있거나 감염이 염려되는 주민은 보건의료원에서 검사 바랍니다. 외부인 접촉 자제, 5인이상 모임금지, 마스크착용 등 방역수칙 준수 ",전라남도 완도군
94518,안내,개인방역수칙,[경주시청] 코로나19 재확산 방지를 위하여 의심 증상이 있으신 분은 즉시 보건소를 방문하여 검사 받으시기 바랍니다. ,경상북도 경주시
94527,안내,발생현황,[완도군청]최근 코로나19 검사를 받으신 군민들께서는 음성이 나온 경우라도 외출·모임 등을 자제하시고 의심증상이 발생 시 보건의료원에서 검사받으시기 바랍니다. ,전라남도 완도군
94540,안내,행정안내,"[기장군청] 2/15~2/28까지 사회적거리두기 1.5단계 알림. 5인이상 모임금지, 여행, 외출자제 및 마스크 착용 필수 등 방역수칙 준수바랍니다. ",부산광역시 기장군
94555,안내,개인방역수칙,[의성군청] 보건소 및 봉양·안평 임시 선별진료소에서 검사받으신 분께서는 결과통보 전까지 외출을 금하고 자택격리하시기 바랍니다/마스크착용 등 방역수칙 준수바랍니다 ,경상북도 의성군
94560,안내,개인방역수칙,"[강원도청] 코로나19 확산방지를 위해서는 사회적 거리두기와 방역수칙 준수가 중요합니다. 5인부터 사적모임 금지, 마스크 상시 착용 등을 지켜주시기 바랍니다. ",강원도 전체
94563,안내,행정안내,"[광명시청] 광명시민운동장 임시선별검사소 일정 변경, 월~토 정상운영 (일요일 미운영) blog.naver.com/gmcityhall ",경기도 광명시
94576,안내,행정안내,"[영도구청]임시선별검사소운영(2.26(금)~3.2(화)09:30~17:00 남항대교하부수변공원) 어르신,의료·요양기관근무자,고위험군사업장종사자등 우선검사바랍니다. ",부산광역시 영도구
94577,안내,행정안내,"[영도구청] 코로나19 확산으로 어르신이용시설(경로당, 복지관노인시설, 공공실내체육시설, 실버스포츠센터, 보훈단체시설)을 2.25부터 잠정 운영 중단합니다. ",부산광역시 영도구
94578,안내,발생현황,"[영도구청] 최근 지역내 노인층 코로나19 확진자가 증가하고 있으니 어르신들은 당분간 다중이용시설(목욕탕, 실내체육시설 등) 이용을 자제해주시기 바랍니다. ",부산광역시 영도구
94613,안내,행정안내,"[해남군청①] 2.26.(금)부터 코로나19 백신 예방접종 실시▶1차 대상자는 요양병원, 노인요양시설 등 13개소 728명(65세 이하 시설 종사자 및 입소자) ",전라남도 해남군
94615,안내,행정안내,"[해남군청②] 3월 중 코로나19 백신 예방접종▶2차 대상자는 고위험 의료기관 의료인, 정신의료기관 종사자 및 입소자, 소방서 구급대원, 보건기관 종사자입니다. ",전라남도 해남군
94617,안내,행정안내,"[해남군청③] 이후 대상자는 순차적으로 안내 예정이며, 백신 예방접종 전까지 5인부터 사적모임 금지, 실내외 마스크 착용 등 방역수칙 준수 바랍니다. ",전라남도 해남군
94622,안내,행정안내,"[영도구청]임시선별검사소운영(2.26~3.2, 09:30~17:00남항대교하부수변공원) 어르신,의료기관방문자,다중시설(목욕탕,실내체육시설)이용자 우선검사바랍니다. ",부산광역시 영도구
94631,안내,발생현황,"[군위군청] 타지역 코로나19 확진자 다수 발생. 타지역 방문 및 외출 자제, 마스크 착용, 손 소독제 사용 등 개인방역 수칙을 철저히 준수하여 주시기 바랍니다. ",경상북도 군위군
94635,안내,행정안내,[구리시청] 정부 「코로나19 예방접종 계획」 에 따라 요양병원과 시설 종사자부터 2월 26일 접종을 시작합니다 eguri.kr/222256134488 ,경기도 구리시
94636,안내,행정안내,"[완도군청]25일 오늘 신규 확진자 조치사항으로 이동 선별진료소 운영, 완도읍 00마을 주민 등 396명 PCR검사 결과는 내일 오전중 공지하겠습니다. ",전라남도 완도군
94639,안내,행정안내,[완도군청] 2월25일(목) 코로나19 아스트라제네카 백신 수령. 내일부터 65세 미만 노인요양시설 입소자 및 종사자 순차적 예방접종 실시합니다. ,전라남도 완도군
94640,안내,발생현황,"[완도군청]인근 시군 확진자 지속발생 외부인 접촉 자제, 5인이상 모임금지, 마스크 착용 등 방역수칙 준수합시다. ",전라남도 완도군
94649,안내,행정안내,"[해남군청②] 산이 공중목욕탕, 해남읍 향원식당, 이편한이불마트(대흥사 사거리) 소독 조치 완료 및 정상 이용 가능▶마스크 착용 등 방역수칙 준수 바랍니다. ",전라남도 해남군
94669,안내,행정안내,[성남시청] 코로나 확진자 발생으로 2월 26일(금)부터 별도안내시까지 분당구보건소 및 선별진료소는 일시 운영 중단됩니다. corona.seongnam.go.kr ,경기도 성남시
94673,안내,발생현황,"[담양군청] 광주, 목포, 완도 등 인근 시군에서 확진자 지속 발생▲타지역 방문자제▲외출·모임 자제▲마스크착용 등 방역수칙 준수바랍니다. ",전라남도 담양군
94697,안내,행정안내,"[부안군청2] 유흥·단란주점, 콜라텍 등 유흥시설(8㎡당 1명)과 방문판매업(4㎡당 1명)은 인원제한되고 22시~익일 05시까지 영업제한이 현행대로 유지됩니다. ",전라북도 부안군
94702,안내,발생현황,"[군산시청]<인근지역 코로나19 확진자 지속적 증가> ▲타지역 방문과 방문인 만남 자제 ▲행사,모임 자제 ▲5인이상 사적모임 금지등 방역수칙 철저히 준수 바랍니다 ",전라북도 군산시
94704,안내,개인방역수칙,"[부안군청6] 코로나19 예방을 위해 타지역 방문 및 외부인 접촉 자제, 마스크 착용 등 생활방역수칙을 준수하여 주시기 바랍니다. ",전라북도 부안군
94711,안내,행정안내,"[부산진구청]임시 선별검사소:서면 놀이마루(전포대로209번길 26)3.7.(일)까지(9∼17시)운영,12~13시(소독)미운영,무증상자·역학적 연관성없는 자만 가능 ",부산광역시 부산진구
94712,안내,발생현황,"[영광군청]전남도내,광주등 전국에서 확진자 다수발생, 5인이상 사적모임금지, 타지역거주 가족·지인 접촉을 삼가시고, 실내외에서 마스크를 반드시 착용 바랍니다. ",전라남도 영광군
94713,안내,행정안내,[전남도청] 거리두기 1.5단계와 5인부터 사적모임 금지 유지됩니다. √외부인 접촉 자제 √밀폐공간 방문 자제 ▲증상 의심되면 보건소 선별진료소 검사받으세요 ,전라남도 전체
94719,안내,행정안내,[영동군청] [영동군보건소 업무재개 알림] 코로나19 확산에 따라 일시중단 됐던 영동군보건소 업무가 오늘(2 .26.)부터 정상 운영됩니다. ,충청북도 영동군
94724,안내,행정안내,"[영광군청]3.1(월)~3.14(일) 거리두기 1.5단계유지, 5인부터 사적모임금지, 유흥·단란주점,콜라텍,홀덤펍,방문판매홍보관은 22시~익일05시 운영중단됩니다 ",전라남도 영광군
94727,안내,발생현황,"[강원도청]코로나19 확진자가 사업장, 다중이용시설, 가족·지인 모임, 종교시설에서 지속 발생. 외부활동을 자제하여 주시고 언제 어디서든 방역수칙 준수 바랍니다. ",강원도 전체
94735,안내,발생현황,"[청송군청] 인근 지자체에서 코로나19 확진자가 지속 발생하고 있으니, 타 지자체 방문자제 및 마스크 착용, 손씻기 등 개인방역수칙을 준수하여 주시기 바랍니다. ",경상북도 청송군
94736,안내,행정안내,"[인천서구청] 검암역 임시선별검사소 3.1. ~ 3.15.까지 연장운영-평일 09시~17시(12시~14시 제외), 주말 및 공휴일 09시~13시. ",인천광역시 서구
94749,안내,개인방역수칙,"[영주시청]코로나19. 아직 끝나지 않았습니다. 확산 방지를 위해 타지역 방문 및 외출자제, 5명부터 사적모임 금지, 감기등 증상 발현 시 보건소 상담 바랍니다. ",경상북도 영주시
94756,안내,개인방역수칙,"[제주도] 결혼식, 장례식장은 2월 28일까지 일일 참석 인원 200명 제한, 마스크 착용, 손소독제 비치 등 방역수칙을 준수해야 합니다 ",제주특별자치도 전체
94763,안내,행정안내,"[기장군청] 2/15~2/28까지 사회적거리두기 1.5단계 알림. 5인이상 모임금지, 여행, 외출자제 및 마스크 착용 필수 등 방역수칙 준수바랍니다. ",부산광역시 기장군
94767,안내,행정안내,"[고창군청2]유흥·단란주점,콜라텍등 유흥시설(8㎡당1명), 방문판매등직접판매홍보관(4㎡당1명)은 인원제한되고 22시~익일 05시까지 영업제한 현행대로 유지됩니다. ",전라북도 고창군
94768,안내,행정안내,"[고창군청3]식당·카페,노래연습장,실내체육시설등 운영 제한시간 없으며, 노래연습장,실내체육시설은 4㎡당 1명으로 이용인원이 제한됩니다. ",전라북도 고창군
94770,안내,개인방역수칙,[고창군청5]종교시설은 정규 종교활동시 좌석수의 30%이내 참석 가능하나 종교시설 주관 모임과 식사는 현행대로 금지됩니다. 마스크착용 등 방역수칙 준수바랍니다. ,전라북도 고창군
94771,안내,개인방역수칙,"[진주시청] 코로나19 확산방지를 위하여 주말 연휴동안 타지역 방문 및 외출을 자제하여 주시고 마스크 착용, 주기적 환기 등 방역수칙 철저히 준수 바랍니다. ",경상남도 진주시
94775,안내,개인방역수칙,"[정읍시청2]유흥·단란주점,콜라텍 등 유흥시설(8㎡당1명),방문판매등 직접판매홍보관(4㎡당1명)은 인원제한되고 22시~익일05시까지 영업제한 현행대로 유지됩니다. ",전라북도 정읍시
94776,안내,행정안내,"[정읍시청3]식당·카페, 노래연습장,실내체육시설 등 운영 제한시간 없으며, 노래연습장, 실내체육시설은 4㎡당 1명으로 인원 제한되며 음식섭취 금지입니다. ",전라북도 정읍시
94778,안내,행정안내,[진도군청] 3월1일(월)~ 3월14일(일)까지 사회적 거리두기 1.5단계 연장 ①5명부터 사적모임금지 유지(직계가족 예외허용) ②유흥·단란주점 22시까지 운영 ,전라남도 진도군
94779,안내,행정안내,[정읍시청5]종교시설은 정규 종교활동시 좌석수의30%이내 참석 가능하나 종교시설 주관 모임과 식사는 현행대로 금지됩니다. 마스크착용 등 방역수칙 준수바랍니다. ,전라북도 정읍시
94781,안내,개인방역수칙,"[진도군청] ⑥식당·카페 음식 미섭취 시 마스크 착용, 5명부터 예약 및 동반입장금지 ▲타지역 방문자제, 의심 증상 시 보건소 검사 등 방역수칙 준수바랍니다 ",전라남도 진도군
94784,안내,행정안내,[광주광역시]정부방침에 따라 사회적거리두기 1.5단계를 3.14일까지 2주간 연장 ▶5인이상 사적모임 금지 ▶유흥시설 22시이후 운영제한 등의 방역조치 유지됩니다 ,광주광역시 전체
94794,안내,행정안내,[김제시청]사회적거리두기(~3.14일까지) 현행대로 2주간 연장/ 유흥시설이용시 노래할경우 마스크착용 의무화/ 5인이상 사적모임금지 등 방역수칙 준수바랍니다. ,전라북도 김제시
94799,안내,개인방역수칙,[전남도청] 오늘부터 65세미만 요양병원·요양시설 종사자 등을 대상으로 코로나19 예방접종이 순조롭게 진행되고 있습니다. 접종계획에 따라 안전하게 접종하겠습니다. ,전라남도 전체
94803,안내,행정안내,"[거제시청] 거제시체육관 선별진료소 운영안내(월요일~일요일, 9:30~17:30)/ 13~14시 소독 및 환경 정비시간/5인 이상 사적 모임금지 준수바랍니다. ",경상남도 거제시
94806,안내,행정안내,"[기장군청] 코로나19 확산방지를 위하여 기장군 전 해안가 공공장소에서 야영(캠핑카,차박 포함), 취사, 음주, 취식을 금지함을 알려드립니다. ",부산광역시 기장군
94808,안내,행정안내,[남원시]사회적거리두기 1.5단계 행정명령 연장[3.1(월)0시~3.14.(일)24시]에 따라 5인 이상 사적모임 금지 및 마스크 착용 등 방역수칙 준수바랍니다. ,전라북도 남원시
94812,안내,행정안내,[정선군청]2.27(토)~3.1(월)까지 임계면 선별진료소를 미운영합니다. 검체채취 및 자가격리 해제 전 검사 대상자는 정선군 선별진료소를 이용하시기 바랍니다. ,강원도 정선군
94819,안내,행정안내,[임실군청] 사회적거리두기 1.5단계 행정명령 연장(3.1~3.14)에 따라 5인 이상 사적모임 금지 및 마스크 착용 등 방역수칙 준수바랍니다. ,전라북도 임실군
94820,안내,발생현황,"[전주시청]실내체육시설,PC방,식당 등에서 확진자가 급증(36명)하고 있습니다. 지역내 감염이 심각하오니 마스크착용,개인방역철저,이동자제를 강력히 당부드립니다. ",전라북도 전주시
94823,안내,행정안내,"[함평군청]3.1(월)~3.14(일)거리두기1.5단계, 5인부터 사적모임 금지 유지됩니다.연휴기간 타지역 방문·외부인 접촉자제,유증상시 보건소에서 검사받으세요. ",전라남도 함평군
94847,안내,행정안내,[장수군청] 사회적거리두기 1.5단계 행정명령 연장(3.1~3.14)에 따라 5인 이상 사적모임 금지 및 마스크 착용 등 방역수칙 준수바랍니다. ,전라북도 장수군
94848,안내,행정안내,[익산시청]사회적 거리두기 1.5단계 연장 시행 알림 ~3.14 24:00 까지 유흥시설 5종 22시~익일 05시 운영중단 가창 시 마스크 착용 등 의무사항 준수 ,전라북도 익산시
94849,안내,행정안내,"[익산시청]방문판매 등 직접판매 홍보관 (22시~익일 05시 운영 중단) 종교활동(좌석 30% 이내 인원 제한, 종교시설 주관 모임,식사 금지) 마스크 착용 철저 ",전라북도 익산시
94854,안내,행정안내,"[군산시청1]<사회적거리두기1.5단계 연장> ▲기간:3/1(월)~3/14(일)24:00까지 ▲유흥,단란,감성주점,콜라텍,헌팅포차,홀덤펍(22시~익일05시운영제한) ",전라북도 군산시
94855,안내,행정안내,"[군산시청2] ▲방문판매 등 직접판매홍보관(22시~익일05시 운영제한) ▲5인 이상 사적모임 금지 ▲종교시설 30%이내 제한(모임,식사금지) ▲방역수칙 준수 철저 ",전라북도 군산시
94856,안내,행정안내,[부여군청]사회적거리두기 1.5단계 연장(3.1~3.14)▲5인 이상 사적모임 금지▲불필요한 외출·모임 자제▲마스크 착용▲주기적 실내환기 등 방역수칙 준수바랍니다 ,충청남도 부여군
94864,안내,행정안내,[순창군청]3월1일 0시∼3월14일 24시 사회적 거리두기 1.5단계 연장. 5명부터 사적모임금지/ 마스크착용/ 출입자 명단관리/ 환기·소독 등 준수바랍니다. ,전라북도 순창군
94870,안내,발생현황,"[안동시청]의성지역 확진자 다수 발생▲의성지역 출퇴근 시민은 활동을 자제하여 주시기 바라며, 의심증상시 보건소 선별진료소 검사바랍니다. ",경상북도 안동시
94878,안내,행정안내,"[장성군청] 거리두기 1.5단계가 3.14(일)까지 연장되며, 5인부터 사적모임 금지도 현행대로 유지됩니다. 외출 자제, 마스크 착용 등 방역수칙 준수 바랍니다. ",전라남도 장성군
94879,안내,행정안내,"[춘천시청] 춘천시 거리두기 1.5단계 2주간 연장(~ 3.14. 24시까지)/5인 이상 사적모임 금지, 유흥시설 22시까지로 운영제한/생활방역수칙 준수바랍니다. ",강원도 춘천시
94885,안내,행정안내,"[의성군청] 코로나19 확산방지를 위해 전통시장 5일장(의성, 금성, 봉양, 안계)을 잠정폐쇄함을 알려드립니다. ",경상북도 의성군
94913,안내,발생현황,"[안동시청]의성지역 확진자 다수 발생▲의성지역 출퇴근 시민은 활동을 자제하여 주시기 바라며, 의심증상시 보건소 선별진료소 검사바랍니다. ",경상북도 안동시
94934,안내,행정안내,"[영광군청]거리두기1.5단계 3.14.(일)까지 연장, 5인부터 사적모임 금지 유지됩니다. 연휴기간 외부인접촉 자제, 의심증상시 군보건소에서 검사받으시기 바랍니다 ",전라남도 영광군
94954,안내,행정안내,[군위군청]인접군에서 코로나 확진과 시장폐쇄로 우리군에 심각한 확산이 우려되어 군위·의흥시장 5일장을 2.28부터 휴장결정 하오니 당분간 방문하지 마시길 바랍니다 ,경상북도 군위군
94955,안내,발생현황,"[강진군청]광주,여수,해남,완도등에서 코로나19 계속 발생중.발생지역 방문 자제,5인이상 사적모임 금지,실내외 마스크 항상 착용등 방역수칙 준수하기 바랍니다. ",전라남도 강진군
94956,안내,행정안내,[해남군청] 정부방침에 따라 사회적거리두기 1.5단계 3월14일까지 2주간 연장▶5인부터 사적모임 금지▶유흥시설 22시이후 운영제한 등의 방역조치가 유지됩니다. ,전라남도 해남군
94959,안내,발생현황,"[안동시청]의성지역 확진자 다수 발생▲의성지역 출퇴근 시민은 활동을 자제하여 주시기 바라며, 의심증상시 보건소 선별진료소 검사바랍니다. ",경상북도 안동시
94960,안내,발생현황,"[순창군청] 광주 12명, 전주 20명 등 타지역 코로나19 확진자 발생. 타지역 이동자제/ 5인이상 집합금지/ 마스크 쓰기 등 방역수칙 준수바랍니다. ",전라북도 순창군
94961,안내,발생현황,"[진도군청]최근 타지역 확진자로 인하여 코로나19 지역감염 위험이 높아지고 있습니다▲3.1절 연휴기간 타지역 방문, 외부인 접촉을 최대한 자제하여 주시기 바랍니다 ",전라남도 진도군
94965,안내,개인방역수칙,"[기장군청] 코로나19 확산방지를 위하여 기장군 전 해안가 공공장소에서 야영(캠핑카,차박 포함), 취사, 음주, 취식을 금지함을 알려드립니다. ",부산광역시 기장군
94969,안내,발생현황,"[영양군청]코로나19 지역감염 위험이 높아지고 있습니다. 3일 연휴동안 불필요한 외출·모임을 삼가 주시고, 외부인 접촉 자제, 마스크 착용 등 방역수칙 준수합시다 ",경상북도 영양군
94972,안내,행정안내,"[거창군청]3. 1. ~ 3. 14. 거리두기 1.5단계가 연장됩니다. 5인부터 사적모임 금지, 마스크 착용, 불필요한 외출·모임 자제 등 방역수칙 준수바랍니다. ",경상남도 거창군
94973,안내,행정안내,"[문경시청]2-②방문판매 및 유흥시설은 22시이후 운영제한되고, 종교활동(정규예배등 30%이내) 허용, 5인이상 사적모임금지는 유지됩니다. ",경상북도 문경시
94976,안내,개인방역수칙,"[청양군청] 감기, 몸살, 발열시 보건의료원 선별진료소에서 코로나 검사와 병행 진찰 받으시기 바라며, 실내외 반드시 마스크 착용 등 방역수칙 준수 바랍니다. ",충청남도 청양군
94978,안내,행정안내,[전남도청] 거리두기 1.5단계 3.14.(일)까지 유지 √손씻기 √실내환기로 감염병 예방하시고 ▲마스크 착용 ▲5인부터 사적모임 금지 등 방역수칙 준수바랍니다 ,전라남도 전체
94998,안내,개인방역수칙,"[장성군청] 연휴기간동안 코로나19 확산 방지를 위해 만남과 모임 자제 및 언제 어디서든 방역수칙을 준수하시고, 의심 증상 시 보건소에서 검사 받으세요. ",전라남도 장성군
94999,안내,행정안내,[영덕군청]사회적 거리두기 1.5단계 연장(3.1.~3.14.)▲5인이상 사적모임금지(직계가족 예외)▲유흥시설 22시까지 운영가능▲방역수칙 준수바랍니다. ,경상북도 영덕군
95001,안내,행정안내,"[부산진구청]임시 선별검사소:서면 놀이마루(전포대로209번길 26)3.7.(일)까지(9∼17시)운영,12~13시(소독)미운영,무증상자·역학적 연관성없는 자만 가능 ",부산광역시 부산진구
95005,안내,행정안내,"[양구군청]사회적 거리두기 1.5단계 연장 시행(3.1~3.14). 5인부터 사적모임 금지, 유흥시설 22시까지 운영제한, 마스크 착용 등 방역수칙 준수바랍니다. ",강원도 양구군
95006,안내,행정안내,"[칠곡군청] 사회적 거리두기 1.5단계 2주간 연장(3.1.~3.14.). 5인 이상 사적모임 금지, 마스크 착용 등 방역수칙 준수바랍니다. ",경상북도 칠곡군
95007,안내,개인방역수칙,"[강원도청] 코로나19 확산 방지를 위해 주말 외출 자제 당부 드리며, 실내 환기 철저, 마스크 상시 착용, 5인부터 사적모임 금지 등 방역수칙 준수 바랍니다. ",강원도 전체
95008,안내,행정안내,[예천군청] 거리두기 1.5단계 2주 연장 (3.1~3.14) ▲5인이상 사적모임 금지 ▲유흥시설 22시이후 운영중단 ▲마스크 착용 등 방역수칙 준수 바랍니다. ,경상북도 예천군
95012,안내,행정안내,"[정선군청]사회적 거리두기 1.5단계 2주 연장(3.1~3.14)합니다. 유흥시설 22시까지 운영, 종교예배 30%만 참석 등 방역수칙 준수 바랍니다. ",강원도 정선군
95014,안내,행정안내,"[담양군청]사회적 거리두기 1.5단계 연장 시행(3.1~3.14). 5인부터 사적모임 금지, 유흥시설 22시까지 운영제한, 마스크 착용 등 방역수칙 준수바랍니다. ",전라남도 담양군
95023,안내,행정안내,"[진도군청] ▶코로나19 백신 예방접종 실시 ▶1차 대상자는 요양병원, 노인요양시설 등 3개소 76명(65세 미만 시설 종사자 및 입소자)입니다. ",전라남도 진도군
95025,안내,행정안내,"[보성군]사회적거리두기 1.5단계 연장 시행(3.1.~3.14.) ▲5인이상 사적모임 금지▲유흥시설 22시 이후 운영제한, 마스크 착용 등 방역수칙 준수바랍니다. ",전라남도 보성군
95026,안내,행정안내,"[기장군청] 2/15~2/28까지 사회적거리두기 1.5단계 알림. 5인이상 모임금지, 여행, 외출자제 및 마스크 착용 필수 등 방역수칙 준수바랍니다. ",부산광역시 기장군
95027,안내,행정안내,"[영도구청]임시선별검사소운영(2.26(금)~3.2(화)09:30~17:00 남항대교하부수변공원) 어르신, 의료기관 방문자, 다중시설 이용자등 우선 검사 바랍니다. ",부산광역시 영도구
95037,안내,행정안내,"[포항시청]▲방역수칙 위반시 무관용원칙 적용(원스크라이크 아웃제) ▲방역수칙 위반시 재난지원금 제외, 구상권 청구 등 제제강화 ",경상북도 포항시
95038,안내,행정안내,"[포항시청]▲5인 이상 사적모임금지 ▲유흥주점,단란주점,콜라텍,홀덤펍,직접판매홍보관 22시 이후 운영 중단 시민들의 자발적인 참여와 협조 바랍니다. ",경상북도 포항시
95040,안내,행정안내,"[영월군청]사회적거리두기 1.5단계 2주 연장(3.1~3.14) 5인부터 사적모임 금지, 유흥시설 22시까지 운영, 예배 30%만 참석 등 방역수칙 준수바랍니다. ",강원도 영월군
95041,안내,개인방역수칙,[광주광역시]코로나19 백신 접종이 시작되었습니다. 하지만 코로나19 종식을 위해 ▶마스크 착용▶주기적 환기소독▶거리두기 등의 방역수칙 준수가 가장 중요합니다. ,광주광역시 전체
95042,안내,발생현황,[완도군청]신학기 개학 및 봄철 활동량 증가에 따른 지역 감염지수가 높아질 우려가 있습니다. 시설 및 개인 방역수칙을 철저히 지켜 코로나19를 예방합시다. ,전라남도 완도군
95043,안내,행정안내,"[화천군청] 정부방침에 따라 사회적거리두기 1.5단계를 유지하오니 5인부터 사적모임금지, 유흥시설 22시까지 운영제한, 마스크 착용 등 방역수칙 준수바랍니다. ",강원도 화천군
95044,안내,행정안내,[포항시청] 3.1(월)부터 코로나 검사 선별진료소는 남ㆍ북구 보건소에서만 운영(9시~18시/워킹스루) 합니다. ,경상북도 포항시
95052,안내,발생현황,[장흥군청] 인근 시·군에서 코로나 확진자 발생. ▲타지역 방문자제 ▲마스크착용 등 방역수칙을 준수 바랍니다. ,전라남도 장흥군
95062,안내,행정안내,[무주군청] 전북 사회적 거리두기 1.5단계 연장▲3.1~3.14까지▲5인 이상 사적모임 금지▲마스크 착용▲증상 있을시 보건의료원(선별진료소) 검사 바랍니다. ,전라북도 무주군
95063,안내,발생현황,"[전남도청] 집단감염 지속 발생중! ▲타지역 방문·외부인 접촉 자제 ▲정규예배 등 종교활동은 좌석 수 30% 이내, 모임·식사 금지 하는 등 방역수칙 준수바랍니다 ",전라남도 전체
95072,안내,발생현황,"[안동시청]의성지역 확진자 다수 발생▲의성지역 출퇴근 시민은 활동을 자제하여 주시기 바라며, 의심증상시 보건소 선별진료소 검사바랍니다. ",경상북도 안동시
95074,안내,개인방역수칙,"[의성군청]보건소 및 봉양,안평 임시선별진료소에서 검사받으신 분은 결과통보 전까지 외출을 금하고 자택격리하시기 바랍니다. 마스크 착용 등개인방역수칙 준수바랍니다. ",경상북도 의성군
95081,안내,행정안내,[완도군청] 3.14일까지 사회적 거리두기 1.5단계가 연장됩니다.▲5명부터 사적모임 금지▲유흥시설 22시이후 운영제한 등 개인 및 업소 방역수칙 준수바랍니다. ,전라남도 완도군
95089,안내,행정안내,"[횡성군청]사회적거리두기 1.5단계 2주 연장(3.1~3.14). 5인부터 사적모임 금지,유흥시설 22시까지 운영,예배 30%만 참석 등 방역수칙 준수 바랍니다. ",강원도 횡성군
95092,안내,행정안내,"[김천시청] 사회적 거리두기 1.5단계 연장 시행(3.1~3.14), 5명부터 사적모임 금지, 유흥시설 22시까지 운영제한, 마스크착용 등 방역수칙 준수바랍니다. ",경상북도 김천시
95106,안내,발생현황,[경상북도청] 도내 코로나19 감염 지속 발생▲타지역 방문·외부인 접촉 자제▲5인이상 사적모임금지 등 사회적 거리두기(1.5단계)와 개인 방역수칙을 준수바랍니다 ,경상북도 전체
95113,안내,개인방역수칙,"[광주광역시]대규모 사업장, 의료기관, 종교시설, 콜센터의 감염 예방이 중요합니다 ▶5인이상 사적모임 금지▶마스크 착용▶주기적 환기소독 등 방역수칙을 준수바랍니다 ",광주광역시 전체
95116,안내,개인방역수칙,[해남군청] 코로나19 확산방지를 위해 주말 종교활동은 좌석 수의 30%이내▶종교시설 주관 모임·식사 금지▶타지역 방문 및 외출 자제 등 방역수칙 준수 바랍니다. ,전라남도 해남군
95117,안내,개인방역수칙,"[담양군청]정규 종교활동은 좌석 수 30%이내 가능하나 종교시설 주관 모임, 식사는 금지됩니다. 대화는 짧게, 마스크 착용 등 방역수칙 준수바랍니다. ",전라남도 담양군
95119,안내,행정안내,"[영광군청]거리두기1.5단계 3.14.(일)까지 유지/5인부터 사적모임 금지/유흥·단란주점,콜라텍,홀덤펍 등 22시~익일05시 운영중단/마스크를 꼭 착용하세요. ",전라남도 영광군
95124,안내,행정안내,"[기장군청] 코로나19 확산방지를 위하여 기장군 전 해안가 공공장소에서 야영(캠핑카,차박 포함), 취사, 음주, 취식을 금지함을 알려드립니다. ",부산광역시 기장군
95129,안내,개인방역수칙,"[포항시청] 코로나19 재확산 방지를 위해 대면 종교활동 시 방역수칙을 철저히 준수해 주시고, 일상생활 속 마스크 착용 등 자율 방역을 실천해 주시기 바랍니다. ",경상북도 포항시
95138,안내,행정안내,"[강진군청]▶식당,카페,실내체육시설,노래연습장 운영시간 제한 해제 ▶유흥주점.단란주점.콜라텍 22시까지 운영▶종교활동 좌석수 30%이내 인원 참여 예배허용 ",전라남도 강진군
